Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,IV,Detained and Released,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,January,,No weapon (unarmed),973138,East Precinct,27,,583546023,557347,Black,Male,No,25,584103370,Passive,,,,,,,,Self-Initiated,Yes,,,2020,1,1
,IV,Detained and Released,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,January,,No weapon (unarmed),973138,East Precinct,27,,583546023,377545,Hispanic,Male,No,40,583923568,Passive,,,,,,,,Self-Initiated,Yes,,,2020,1,1
,IV,Detained and Released,Thursday,,,,PFA,,,,,,,,0000-0559,Assault,ASSAULT - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,June,,,829531,East Precinct,10,,842547706,411465,White,Male,No,38,842959171,Aggressive,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Detained and Released,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Vice,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING",,,April,,No weapon (unarmed),228170,North Precinct,12,,856536766,1760561,Black,Male,No,28,858297327,Active,,,,,,,,Self-Initiated,,,,2019,1,1
,IV,Detained and Released,Thursday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Vice,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING",,,April,,No weapon (unarmed),813721,Central Precinct,6,,856536766,1760561,Black,Male,No,28,858297327,Active,Active,,,,,,,Self-Initiated,,,,2019,1,1
,IV,Detained and Released,Thursday,,,,Takedown (IV),Resisted HC,,,,,,,1800-2359,Burglary,BURGLARY - PRIORITY *H,,,September,,No weapon (unarmed),165861,Central Precinct,5,,668539014,3937719,Black,Male,No,15,672476733,Active,Active,,,,,,,Dispatched,,,,2019,1,1
,IV,Detained and Released,Thursday,,,,Takedown (IV),Resisted HC,,,,,,,1800-2359,Burglary,BURGLARY - PRIORITY *H,,,September,,No weapon (unarmed),791721,Central Precinct,5,,668539014,3937719,Black,Male,No,15,672476733,Active,Active,,,,,,,Dispatched,,,,2019,1,1
,IV,Detox,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,April,,No weapon (unarmed),554201,Central Precinct,2,,180546829,485509,White,Female,Yes,37,181032338,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Detox,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,April,,No weapon (unarmed),311971,Central Precinct,4,,180546829,485509,White,Female,Yes,37,181032338,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Detox,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,April,,No weapon (unarmed),777521,Central Precinct,10,,180546829,485509,White,Female,Yes,37,181032338,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Detox,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,Yes,May,,No weapon (unarmed),348180,Central Precinct,12,,320537461,502297,White,Male,No,27,321039758,Active,,,,,,,,Self-Initiated,Yes,,,2019,1,1
,IV,Detox,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,Yes,May,,No weapon (unarmed),843230,Central Precinct,12,,320537461,502297,White,Male,No,27,321039758,Active,,,,,,,,Self-Initiated,Yes,,,2019,1,1
,IV,Detox,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),600201,Central Precinct,2,,643539014,3835970,Black,Female,No,57,647374984,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Detox,Thursday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),193659,Central Precinct,23,,643539014,3835970,Black,Female,No,57,647374984,Active,Active,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Detox,Thursday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,April,,No weapon (unarmed),801721,East Precinct,5.802372527,,108527058,222222,Hispanic,Male,Yes,118.402372527,108527058222222,Active,Active,Active,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Detox,Thursday,,,,Resisted HC,Control Against Resistance,Control Against Resistance,,,,,,1800-2359,Welfare Check,WELFARE CHECK - COLD,,,April,,No weapon (unarmed),973138,East Precinct,26.142109970,,108527058,222222,Hispanic,Male,Yes,118.402383942,108527058222222,Active,Active,Active,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Escaped,Thursday,,,,Box-in VIS,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,No weapon (unarmed),811721,East Precinct,6.661111111,,179529419,37543455,White,Male,Unknown,,17952941937543455,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Escaped,Thursday,,,,Box-in VIS,,,,,,,,1800-2359,Hazard,HAZARD - HAZARDOUS CONDITION,,,December,,No weapon (unarmed),551100,East Precinct,14,,95549338,129539,Black,Male,No,,95678877,Active,,,,,,,,Dispatched,,,,2020,1,1
,IV,Escaped,Thursday,,,,Box-in VIS,PFA,,,,,,,1800-2359,Stolen Vehicle,ROLLING STOLEN *H,,,June,,No weapon (unarmed),926741,East Precinct,4.375169330,,41527848,777777,White,Male,Unknown,118.575169330,41527848777777,Active,Aggressive,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,Yes,January,,No weapon (unarmed),927141,Central Precinct,1.132020548,,442525712,1702269,White,Female,No,27.271746575,1702269442525712,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,Yes,January,,No weapon (unarmed),914631,Central Precinct,6.847089041,,442525712,1702269,White,Female,No,27.271746575,1702269442525712,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,Yes,January,,No weapon (unarmed),774420,Central Precinct,9.578595890,,442525712,1702269,White,Female,No,27.271746575,1702269442525712,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,April,,No weapon (unarmed),882231,North Precinct,3,,622556684,4188372,White,Female,No,29,626745056,Active,,,,,,,,Dispatched,Yes,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Behavioral Health,SUICIDE ATTEMPT OR THREAT,,Yes,April,,No weapon (unarmed),910731,North Precinct,8,,622556684,4188372,White,Female,No,29,626745056,Active,,,,,,,,Dispatched,Yes,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - PRIORITY,,,March,,No weapon (unarmed),687009,East Precinct,15,,871546436,491727,White,Male,Yes,27,872038163,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,Yes,February,,No weapon (unarmed),303471,North Precinct,12,,212556120,1690407,Hispanic,Male,No,45,214246527,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,September,,No weapon (unarmed),591801,Central Precinct,4.449849696,,33528808,126586,White,Female,Unknown,118.784096271,33528808126586,Active,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,September,,No weapon (unarmed),958741,Central Precinct,5.964918189,,33528808,126586,White,Female,Unknown,118.784096271,33528808126586,Active,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Behavioral Health,ECIT,,Yes,January,,,853530,Youth Services,16.743584475,,418525792,3882970,White,Female,No,29.505228311,3882970418525792,Aggressive,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Behavioral Health,ECIT,,Yes,May,,No weapon (unarmed),487287,East Precinct,29.381879756,,1004526937,1117407,White,Male,No,41.283249619,10045269371117407,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,August,,,245070,Central Precinct,10,,687538644,623827,White,Male,Yes,33,688162471,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,August,,,797919,Central Precinct,18,,687538644,623827,White,Male,Yes,33,688162471,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,April,,,809721,Central Precinct,7,,621547084,575587,White,Female,Yes,21,622122671,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,April,,,501691,Central Precinct,8,,621547084,575587,White,Female,Yes,21,622122671,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,April,,,439190,Central Precinct,13,,621547084,575587,White,Female,Yes,21,622122671,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,April,,,839328,Central Precinct,26,,621547084,575587,White,Female,Yes,21,622122671,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,August,,No weapon (unarmed),431191,Central Precinct,1.324265601,,781528365,1900306,White,Male,No,29.716046423,7815283651900306,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,August,,No weapon (unarmed),577901,Central Precinct,3.453032725,,781528365,1900306,White,Male,No,29.716046423,7815283651900306,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,August,,No weapon (unarmed),943039,Central Precinct,20.061251903,,781528365,1900306,White,Male,No,29.716046423,7815283651900306,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,May,,No weapon (unarmed),495291,Central Precinct,1,,121537279,3632201,Black,Male,Yes,28,125169480,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,May,,No weapon (unarmed),245070,Central Precinct,10,,121537279,3632201,Black,Male,Yes,28,125169480,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,May,,No weapon (unarmed),1020040,Central Precinct,13,,121537279,3632201,Black,Male,Yes,28,125169480,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,May,,No weapon (unarmed),318368,Transit (PPB Only),25,,121537279,3632201,Black,Male,Yes,28,125169480,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,January,,No weapon (unarmed),851231,North Precinct,1,,501536032,1311756,White,Female,No,18,502847788,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,March,,No weapon (unarmed),677710,East Precinct,17,,943556407,1888990,White,Female,No,29,945445397,Active,,,,,,,,Dispatched,Yes,,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,February,,No weapon (unarmed),283071,North Precinct,4,,204555999,3644899,Hispanic,Male,No,34,208200898,Active,,,,,,,,Dispatched,Yes,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,February,,No weapon (unarmed),1064051,North Precinct,4,,204555999,3644899,Hispanic,Male,No,34,208200898,Active,,,,,,,,Dispatched,Yes,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Other,FOLLOW-UP,,Yes,September,,No weapon (unarmed),998341,East Precinct,1,,334538911,3777157,White,Female,Yes,16,338316068,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,December,,No weapon (unarmed),164861,Central Precinct,6,,107549268,132551,Native American,Female,Unknown,,107681819,Active,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,December,,No weapon (unarmed),193659,Central Precinct,24,,107549268,132551,Native American,Female,Unknown,,107681819,Aggressive,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,March,Needle / Spit / Bodily Fluids,,1012542,Central Precinct,0,,755556475,156116,White,Male,Yes,52,755712591,Aggressive,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,March,Needle / Spit / Bodily Fluids,,750421,Central Precinct,2,,755556475,156116,White,Male,Yes,52,755712591,Aggressive,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,March,Needle / Spit / Bodily Fluids,,461691,Central Precinct,6,,755556475,156116,White,Male,Yes,52,755712591,Aggressive,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,March,Needle / Spit / Bodily Fluids,,905631,Central Precinct,10,,755556475,156116,White,Male,Yes,52,755712591,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,May,,No weapon (unarmed),227170,North Precinct,11.834575723,,183527139,8649187,White,Female,Unknown,118.420877093,1835271398649187,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,September,,No weapon (unarmed),648512,North Precinct,0,,346548461,4156814,Hispanic,Female,Yes,37,350705275,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,September,,No weapon (unarmed),893030,North Precinct,15,,346548461,4156814,Hispanic,Female,Yes,37,350705275,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,September,,No weapon (unarmed),968339,North Precinct,20,,346548461,4156814,Hispanic,Female,Yes,37,350705275,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,September,,No weapon (unarmed),519689,North Precinct,23,,346548461,4156814,Hispanic,Female,Yes,37,350705275,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Area/Premise Check,AREA CHECK,Knife / Edged Weapon / Stabbing Instrument,Yes,October,,,619800,Central Precinct,10.213888889,,513529083,3816159,White,Male,Yes,28.491666667,5135290833816159,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,Yes,October,,No weapon (unarmed),910731,North Precinct,7,,676539434,557767,Black,Female,No,23,677097201,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,January,,,702211,North Precinct,0.462842466,,418525792,3882970,White,Female,No,29.506678082,3882970418525792,Aggressive,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,February,,,468691,Central Precinct,6.216392694,,908526296,3888106,White,Male,No,44.665707763,3888106908526296,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,February,,,366981,Central Precinct,10.723167808,,908526296,3888106,White,Male,No,44.665633562,3888106908526296,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,February,,,1047348,Central Precinct,24.167003425,,908526296,3888106,White,Male,No,44.665633562,3888106908526296,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Collision,ACCIDENT - NON INJURY,,Yes,November,,No weapon (unarmed),883231,East Precinct,2,,460539772,4092913,White,Female,No,29,464632685,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Other,FOLLOW-UP,Knife / Edged Weapon / Stabbing Instrument,,February,,,958741,Central Precinct,5.410913242,,908526296,3888106,White,Male,No,44.665707763,3888106908526296,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK,,,May,,No weapon (unarmed),183961,Central Precinct,3.224642314,,99527498,6666666,White,Female,Yes,32.435601218,995274986666666,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK,,,May,,No weapon (unarmed),405881,Central Precinct,3.915053272,,99527498,6666666,White,Female,Yes,32.435601218,995274986666666,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK,,,May,,No weapon (unarmed),905631,Central Precinct,7.252039574,,99527498,6666666,White,Female,Yes,32.435601218,995274986666666,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,May,,No weapon (unarmed),196561,Central Precinct,8,,205556899,4148182,White,Male,Yes,32,209705081,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,May,,No weapon (unarmed),557502,North Precinct,1,,205556899,4148182,White,Male,Yes,32,209705081,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,May,,No weapon (unarmed),938542,Training,1,,205556899,4148182,White,Male,Yes,32,209705081,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,August,,No weapon (unarmed),835131,East Precinct,2,,21538478,134743,Black,Male,No,28,21673221,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,August,,No weapon (unarmed),373681,East Precinct,7,,21538478,134743,Black,Male,No,28,21673221,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,August,,No weapon (unarmed),757219,TOD,19,,21538478,134743,Black,Male,No,28,21673221,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,-,Assist,MEDICAL ASSIST,,Yes,November,,No weapon (unarmed),563900,North Precinct,13.369082953,,327519461,1717660,Asian,Female,No,41.511548706,1717660327519461,Active,,,,,,,,Dispatched,,,,2017,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,-,Assist,MEDICAL ASSIST,,Yes,November,,No weapon (unarmed),1110550,North Precinct,16.437633181,,327519461,1717660,Asian,Female,No,41.511605784,1717660327519461,Active,,,,,,,,Dispatched,,,,2017,1,1
,IV,Release to Medical,Thursday,,,,Control Against Resistance,,,,,,,,-,Behavioral Health,ECIT,,Yes,October,,No weapon (unarmed),805020,East Precinct,12.409646119,,281519130,3850285,White,Female,Yes,21.905536530,3850285281519130,Active,,,,,,,,Dispatched,,,,2017,1,1
